Id;Response Time
1,648
2,309
3,1125
4,726
5,609
6,466
7,1130
8,647
9,543
10,806
11,867
12,246
13,423
14,363
15,785
16,508
17,813
18,694
19,469
20,511
21,393
22,436
23,409
24,272
25,517
26,353
27,2038
28,814
29,1391
30,2140
31,339
32,1394
33,686
34,351
35,298
36,986
37,557
38,439
39,1422
40,567
41,1088
42,868
43,731
44,1377
45,243
46,1300
47,2303
48,261
49,997
50,562
